x1,x2,xclass
0.3830389007577846,1.2442175420796637,1.0
0.875455478014229,1.5707171674275384,-1.0
1.559951616237607,0.5451852105652832,1.0
0.5529285102861934,1.6037443550700385,-1.0
1.9162787073674103,1.7518652694841894,-1.0
0.7156345399157333,1.0019902510469174,1.0
1.3669258703442726,1.4254040539658004,-1.0
0.7405015095807899,1.1223923721312499,-1.0
1.0061663306156194,0.027536899181364483,-1.0
1.545653243224748,1.7652823812722331,-1.0
0.7297719678027446,1.2307923568669874,1.0
0.1507624832859531,0.737648012003949,-1.0
1.8662802039650432,1.3027562864531548,-1.0
0.7944051554523084,1.577460285881491,-1.0
0.6336722443377425,1.1361973052521384,1.0
1.7382547791224516,0.8723468477913587,-1.0
1.6042952841603182,0.28753364902912915,-1.0
1.4085219422366708,1.409162616379145,-1.0
0.43758421134817715,1.84973525723113,-1.0
0.8842815108083533,1.818631917944945,-1.0
0.1196184455597038,0.3685741676276273,-1.0
0.09471055760303027,1.3497618871646604,-1.0
1.1892495598688977,1.0666203259975011,1.0
0.08664812538960698,1.1228661601267957,-1.0
0.65933689124183,1.0059336662252367,1.0
0.22378863514880765,1.2143874124369691,-1.0
1.1318892861010628,0.01352812398000558,-1.0
1.234883417608594,1.8242457728663086,-1.0
1.5810482661140668,1.984162932376723,-1.0
1.917603524305733,1.5839282705832796,-1.0
0.5705019200490196,1.249833410611822,1.0
0.9561875913413491,0.39135035733179646,-1.0
0.7646349040630129,0.10774737029247317,-1.0
0.9032968165217181,1.964009483043909,-1.0
0.24788540097392597,0.2387617958524968,-1.0
1.4770461122866936,1.1746072669279692,-1.0
0.9432650686407356,0.2142536343877326,-1.0
0.45843713092123584,1.7999303896733507,-1.0
0.8335070756053864,1.0717033250632317,1.0
0.012417033174258796,0.6012834115406023,-1.0
0.8737863443512204,1.224297994131515,-1.0
1.8363961507611462,1.2514733399250706,-1.0
1.4119951301635465,0.29966743197985446,-1.0
1.4921268182734333,1.6620139848670756,-1.0
1.2674515379019582,0.876619762244855,1.0
0.3051455493490107,1.1368192304943803,-1.0
1.056448555170121,1.9028575275071864,-1.0
0.9607183570200322,1.0051191267651007,1.0
1.0737563858488195,1.6384041341283166,-1.0
0.11423127617771978,1.3388434861490977,-1.0
1.534233256758945,1.4162307239552077,-1.0
1.5937343674503932,1.115521656854899,-1.0
1.9316730639842552,0.29431379978599437,-1.0
0.05929400107083116,1.1877869852495435,-1.0
0.22813139748532496,1.9016197001682444,-1.0
0.6514148288506945,0.3872373803075544,-1.0
0.9156232977948551,1.8408051421861755,-1.0
1.7581383230293515,0.5052315100930604,-1.0
0.6960175857386923,0.3651774631606175,-1.0
1.8035921027419841,1.413056326343595,-1.0
1.4533169231242815,1.8001756736194154,-1.0
1.5583276015386485,1.1983095612085848,-1.0
0.5822504897957497,0.30279052881486423,-1.0
0.6703493182988698,1.3151035543156389,-1.0
0.14668508726523632,0.1100127908124473,-1.0
0.6463896278423529,1.1809636089259723,-1.0
1.7077971342512834,0.574124850000018,-1.0
0.3461344536295843,0.26804241199768564,-1.0
1.989307657288589,0.35899573893878367,-1.0
0.6350936460543917,1.1365828093182144,-1.0
0.01869714900048902,1.8012972423101838,-1.0
1.9544828618451742,1.1137893582736698,-1.0
0.16954768678838028,0.6660049314582002,-1.0
1.456857352739344,0.28487074668363443,-1.0
1.104937878995091,0.5460865193673712,1.0
1.9489902761745195,1.3355738122900753,-1.0
0.5113065728682793,0.21662298836545757,-1.0
1.5523614463477644,1.564955985200404,-1.0
1.5232078286149882,1.8288062265386476,-1.0
1.3172455638848453,1.1367351631458649,-1.0
0.4035113849059566,1.3965927511035223,-1.0
1.9043908196309547,1.7799265742840102,-1.0
1.9871347257263474,1.637407020407851,-1.0
1.0902443323594397,0.9025081099281966,1.0
1.7811143758577146,1.9465295822373379,-1.0
1.1868226591379394,0.7321489954409417,1.0
0.646189385932499,1.742846510097396,-1.0
0.43126812597679165,1.4698903771243927,-1.0
0.7312381747343712,1.6032051970055203,-1.0
1.5654711839507525,1.402710758473386,-1.0
1.2455531732063982,0.9873652914942241,1.0
1.6810754002369774,1.4241939738872946,-1.0
0.8878179628317049,0.062069722266665295,-1.0
0.7264795203871961,1.4614435828206775,-1.0
0.9511331461672832,0.6888339402440053,1.0
1.2817608699920375,0.2524106432287989,-1.0
